Field_ID,User_ID,User_Rating,Field_Name,Field_Rating,Field_Types
13,5564,4,Pelangi Futsal,4.5,Futsal
1,159,5,Champion Futsal,4.3,Futsal
14,5763,5,Kuningan Village Futsal Field 1,4.3,Futsal
9,3116,5,Go All Futsal,4.5,Futsal
18,7554,5,GOR Badminton Mega Kuningan,4.3,Badminton
9,3303,4,Go All Futsal,4.5,Futsal
12,4595,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
5,2451,3,GOR Kurnia Badminton Court,4.5,Badminton
6,2635,5,Lapangan Bulu Tangkis Patra,4.3,Badminton
9,3333,4,Go All Futsal,4.3,Futsal
16,7078,5,Diaz Badminton Hall,4.3,Badminton
20,8867,3,Tunas Bugar Badminton Hall,4.2,Badminton
19,8105,5,Cililitan Badminton Hall,4.3,Badminton
3,1606,5,Planet Futsal,4.2,Futsal
10,3542,5,AS FUTSAL,4.5,Futsal
12,4887,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
20,8628,5,Tunas Bugar Badminton Hall,4.2,Badminton
19,7920,5,Cililitan Badminton Hall,4.2,Badminton
19,8236,4,Cililitan Badminton Hall,4.5,Badminton
18,7638,5,GOR Badminton Mega Kuningan,4.5,Badminton
12,4936,5,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1058,5,Centro Futsal,4.5,Futsal
12,5086,4,Futsal Court Cilandak Sport Centre,4.6,Futsal
15,6815,5,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
4,2152,3,Royal Futsal,4.3,Futsal
14,6460,4,Kuningan Village Futsal Field 1,4.3,Futsal
3,1670,5,Planet Futsal,4.3,Futsal
14,6332,4,Kuningan Village Futsal Field 1,4.2,Futsal
4,2099,4,Royal Futsal,4.5,Futsal
1,60,5,Champion Futsal,4.6,Futsal
7,2851,5,Supreme Arena Badminton,4.2,Badminton
19,8319,4,Cililitan Badminton Hall,4.3,Badminton
14,6506,4,Kuningan Village Futsal Field 1,4.1,Futsal
11,4394,3,Futsal Sani,4.5,Futsal
18,7680,5,GOR Badminton Mega Kuningan,4.4,Badminton
17,7248,5,Lapangan Bulutangkis Talenta,4.1,Badminton
11,4427,2,Futsal Sani,4.6,Futsal
15,6792,5,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
5,2249,5,GOR Kurnia Badminton Court,4.5,Badminton
1,625,4,Champion Futsal,4.4,Futsal
17,7383,4,Lapangan Bulutangkis Talenta,4.5,Badminton
12,5341,2,Futsal Court Cilandak Sport Centre,4.2,Futsal
5,2353,4,GOR Kurnia Badminton Court,4.5,Badminton
12,4685,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
19,8092,5,Cililitan Badminton Hall,4.3,Badminton
3,1730,5,Planet Futsal,4.2,Futsal
19,7941,5,Cililitan Badminton Hall,4.5,Badminton
12,4449,5,Futsal Court Cilandak Sport Centre,4.1,Futsal
11,4421,3,Futsal Sani,4.5,Futsal
1,292,5,Champion Futsal,4.5,Futsal
1,822,3,Champion Futsal,4.3,Futsal
14,6517,4,Kuningan Village Futsal Field 1,4.3,Futsal
9,3423,3,Go All Futsal,4.4,Futsal
2,974,5,Centro Futsal,4.3,Futsal
13,5474,5,Pelangi Futsal,4.3,Futsal
14,6646,3,Kuningan Village Futsal Field 1,4.2,Futsal
19,8183,5,Cililitan Badminton Hall,4.5,Badminton
12,5291,3,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1184,5,Centro Futsal,4.4,Futsal
2,1222,5,Centro Futsal,4.3,Futsal
14,6483,4,Kuningan Village Futsal Field 1,4.4,Futsal
2,1343,4,Centro Futsal,4.3,Futsal
14,5870,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,121,5,Champion Futsal,4.3,Futsal
3,1803,4,Planet Futsal,4.2,Futsal
19,7950,5,Cililitan Badminton Hall,4.5,Badminton
1,201,5,Champion Futsal,4.3,Futsal
20,8664,5,Tunas Bugar Badminton Hall,4.3,Badminton
13,5500,5,Pelangi Futsal,4.2,Futsal
10,3618,5,AS FUTSAL,4.2,Futsal
5,2476,3,GOR Kurnia Badminton Court,4.5,Badminton
1,21,5,Champion Futsal,4.3,Futsal
16,7198,3,Diaz Badminton Hall,4.3,Badminton
14,6017,5,Kuningan Village Futsal Field 1,4.2,Futsal
19,8202,4,Cililitan Badminton Hall,4.5,Badminton
12,4554,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
20,8678,5,Tunas Bugar Badminton Hall,4.3,Badminton
16,7047,5,Diaz Badminton Hall,4.5,Badminton
18,7764,4,GOR Badminton Mega Kuningan,4.5,Badminton
1,439,5,Champion Futsal,4.2,Futsal
10,3691,5,AS FUTSAL,4.4,Futsal
2,957,5,Centro Futsal,4.3,Futsal
16,7175,4,Diaz Badminton Hall,4.5,Badminton
1,84,5,Champion Futsal,4.2,Futsal
10,3861,4,AS FUTSAL,4.5,Futsal
12,4508,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,605,4,Champion Futsal,4.4,Futsal
17,7417,4,Lapangan Bulutangkis Talenta,4.2,Badminton
19,8414,3,Cililitan Badminton Hall,4.5,Badminton
12,5282,3,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1221,5,Centro Futsal,4.5,Futsal
12,4545,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,5163,4,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6312,4,Kuningan Village Futsal Field 1,4.3,Futsal
14,5678,5,Kuningan Village Futsal Field 1,4.3,Futsal
16,7036,5,Diaz Badminton Hall,4.6,Badminton
7,2789,5,Supreme Arena Badminton,4.2,Badminton
5,2277,5,GOR Kurnia Badminton Court,4.3,Badminton
13,5410,5,Pelangi Futsal,4.3,Futsal
9,3255,5,Go All Futsal,4.2,Futsal
10,3516,5,AS FUTSAL,4.2,Futsal
19,8250,4,Cililitan Badminton Hall,4.4,Badminton
17,7347,5,Lapangan Bulutangkis Talenta,4.5,Badminton
1,561,5,Champion Futsal,4.3,Futsal
9,3075,5,Go All Futsal,4.5,Futsal
12,4539,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,5010,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
10,3824,5,AS FUTSAL,4.6,Futsal
8,3010,5,Lapangan Badminton Tomang,4.2,Badminton
10,4187,1,AS FUTSAL,4.2,Futsal
5,2305,5,GOR Kurnia Badminton Court,4.6,Badminton
7,2798,5,Supreme Arena Badminton,4.3,Badminton
3,1743,5,Planet Futsal,4.5,Futsal
1,523,5,Champion Futsal,4.5,Futsal
1,632,4,Champion Futsal,4.2,Futsal
10,3842,5,AS FUTSAL,4.2,Futsal
10,3711,5,AS FUTSAL,4.3,Futsal
16,7164,4,Diaz Badminton Hall,4.3,Badminton
14,5807,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,297,5,Champion Futsal,4.1,Futsal
11,4216,5,Futsal Sani,4.4,Futsal
2,1431,4,Centro Futsal,4.4,Futsal
2,1307,5,Centro Futsal,4.3,Futsal
14,5776,5,Kuningan Village Futsal Field 1,4.4,Futsal
17,7288,5,Lapangan Bulutangkis Talenta,4.3,Badminton
3,1869,4,Planet Futsal,4.1,Futsal
11,4304,5,Futsal Sani,4.2,Futsal
10,3533,5,AS FUTSAL,4.2,Futsal
19,8137,5,Cililitan Badminton Hall,4.3,Badminton
14,6082,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,301,5,Champion Futsal,4.6,Futsal
7,2799,5,Supreme Arena Badminton,4.5,Badminton
18,7826,4,GOR Badminton Mega Kuningan,4.5,Badminton
12,4773,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,5355,1,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1158,5,Centro Futsal,4.5,Futsal
12,5124,4,Futsal Court Cilandak Sport Centre,4.3,Futsal
20,8666,5,Tunas Bugar Badminton Hall,4.3,Badminton
16,7062,5,Diaz Badminton Hall,4.5,Badminton
12,4883,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
19,8196,4,Cililitan Badminton Hall,4.5,Badminton
1,633,4,Champion Futsal,4.5,Futsal
1,759,4,Champion Futsal,4.2,Futsal
10,3631,5,AS FUTSAL,4.3,Futsal
9,3315,4,Go All Futsal,4.3,Futsal
3,1918,3,Planet Futsal,4.5,Futsal
1,660,4,Champion Futsal,4.3,Futsal
9,3195,5,Go All Futsal,4.2,Futsal
10,3539,5,AS FUTSAL,4.5,Futsal
12,5217,4,Futsal Court Cilandak Sport Centre,4.2,Futsal
4,2130,3,Royal Futsal,4.5,Futsal
1,455,5,Champion Futsal,4.5,Futsal
12,4613,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
20,8845,3,Tunas Bugar Badminton Hall,4.4,Badminton
2,1287,5,Centro Futsal,4.3,Futsal
9,3245,5,Go All Futsal,4.2,Futsal
10,3976,4,AS FUTSAL,4.6,Futsal
15,6902,4,Gedung Bulutangkis Gelora Sunter,4.3,Badminton
14,6046,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6224,5,Kuningan Village Futsal Field 1,4.2,Futsal
10,4209,1,AS FUTSAL,4.3,Futsal
20,8723,4,Tunas Bugar Badminton Hall,4.2,Badminton
5,2468,3,GOR Kurnia Badminton Court,4.5,Badminton
1,876,2,Champion Futsal,4.5,Futsal
12,5069,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,423,5,Champion Futsal,4.3,Futsal
13,5373,5,Pelangi Futsal,4.5,Futsal
6,2511,5,Lapangan Bulu Tangkis Patra,4.5,Badminton
12,5194,4,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,517,5,Champion Futsal,4.5,Futsal
6,2651,5,Lapangan Bulu Tangkis Patra,4.5,Badminton
12,5059,4,Futsal Court Cilandak Sport Centre,4.4,Futsal
17,7323,5,Lapangan Bulutangkis Talenta,4.3,Badminton
14,6248,5,Kuningan Village Futsal Field 1,4.3,Futsal
9,3044,5,Go All Futsal,4.5,Futsal
1,355,5,Champion Futsal,4.5,Futsal
1,611,4,Champion Futsal,4.5,Futsal
12,4682,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
4,2100,4,Royal Futsal,4.2,Futsal
19,8023,5,Cililitan Badminton Hall,4.5,Badminton
12,4671,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
5,2211,5,GOR Kurnia Badminton Court,4.3,Badminton
16,7184,4,Diaz Badminton Hall,4.3,Badminton
3,1937,3,Planet Futsal,4.5,Futsal
12,4897,5,Futsal Court Cilandak Sport Centre,4.4,Futsal
17,7317,5,Lapangan Bulutangkis Talenta,4.3,Badminton
20,8874,3,Tunas Bugar Badminton Hall,4.5,Badminton
18,7508,5,GOR Badminton Mega Kuningan,4.2,Badminton
19,8451,2,Cililitan Badminton Hall,4.5,Badminton
1,167,5,Champion Futsal,4.5,Futsal
18,7872,1,GOR Badminton Mega Kuningan,4.4,Badminton
2,1483,3,Centro Futsal,4.3,Futsal
20,8518,5,Tunas Bugar Badminton Hall,4.4,Badminton
2,1366,4,Centro Futsal,4.3,Futsal
9,3100,5,Go All Futsal,4.6,Futsal
7,2781,5,Supreme Arena Badminton,4.4,Badminton
2,1122,5,Centro Futsal,4.5,Futsal
1,261,5,Champion Futsal,4.2,Futsal
19,8163,5,Cililitan Badminton Hall,4.1,Badminton
11,4419,3,Futsal Sani,4.3,Futsal
3,1693,5,Planet Futsal,4.3,Futsal
14,5796,5,Kuningan Village Futsal Field 1,4.5,Futsal
6,2592,5,Lapangan Bulu Tangkis Patra,4.2,Badminton
5,2481,3,GOR Kurnia Badminton Court,4.5,Badminton
12,5336,3,Futsal Court Cilandak Sport Centre,4.4,Futsal
17,7461,2,Lapangan Bulutangkis Talenta,4.3,Badminton
16,7111,4,Diaz Badminton Hall,4.6,Badminton
7,2845,5,Supreme Arena Badminton,4.3,Badminton
3,1778,5,Planet Futsal,4.3,Futsal
3,1850,4,Planet Futsal,4.1,Futsal
11,4321,5,Futsal Sani,4.5,Futsal
18,7855,3,GOR Badminton Mega Kuningan,4.5,Badminton
18,7665,5,GOR Badminton Mega Kuningan,4.3,Badminton
16,7054,5,Diaz Badminton Hall,4.3,Badminton
14,6570,4,Kuningan Village Futsal Field 1,4.2,Futsal
19,8406,3,Cililitan Badminton Hall,4.4,Badminton
2,1170,5,Centro Futsal,4.5,Futsal
1,241,5,Champion Futsal,4.5,Futsal
6,2659,4,Lapangan Bulu Tangkis Patra,4.3,Badminton
14,6008,5,Kuningan Village Futsal Field 1,4.6,Futsal
7,2871,5,Supreme Arena Badminton,4.3,Badminton
14,6389,4,Kuningan Village Futsal Field 1,4.3,Futsal
3,1887,4,Planet Futsal,4.3,Futsal
14,5965,5,Kuningan Village Futsal Field 1,4.3,Futsal
20,8484,5,Tunas Bugar Badminton Hall,4.3,Badminton
14,6063,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,823,3,Champion Futsal,4.5,Futsal
18,7735,4,GOR Badminton Mega Kuningan,4.5,Badminton
12,4959,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,419,5,Champion Futsal,4.5,Futsal
18,7780,4,GOR Badminton Mega Kuningan,4.2,Badminton
19,7910,5,Cililitan Badminton Hall,4.5,Badminton
12,5154,4,Futsal Court Cilandak Sport Centre,4.2,Futsal
10,3484,5,AS FUTSAL,4.3,Futsal
3,1709,5,Planet Futsal,4.3,Futsal
16,6971,5,Diaz Badminton Hall,4.5,Badminton
12,5339,3,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,127,5,Champion Futsal,4.1,Futsal
11,4444,1,Futsal Sani,4.1,Futsal
11,4307,5,Futsal Sani,4.3,Futsal
14,5951,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6186,5,Kuningan Village Futsal Field 1,4.6,Futsal
7,2952,2,Supreme Arena Badminton,4.5,Badminton
12,5162,4,Futsal Court Cilandak Sport Centre,4.2,Futsal
10,3547,5,AS FUTSAL,4.2,Futsal
4,2041,5,Royal Futsal,4.2,Futsal
10,3513,5,AS FUTSAL,4.2,Futsal
5,2281,5,GOR Kurnia Badminton Court,4.3,Badminton
14,6171,5,Kuningan Village Futsal Field 1,4.5,Futsal
12,5082,4,Futsal Court Cilandak Sport Centre,4.3,Futsal
13,5598,4,Pelangi Futsal,4.6,Futsal
15,6910,4,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
19,7947,5,Cililitan Badminton Hall,4.5,Badminton
6,2519,5,Lapangan Bulu Tangkis Patra,4.6,Badminton
7,2833,5,Supreme Arena Badminton,4.4,Badminton
2,996,5,Centro Futsal,4.3,Futsal
13,5627,3,Pelangi Futsal,4.6,Futsal
15,6780,5,Gedung Bulutangkis Gelora Sunter,4.5,Badminton
12,5127,4,Futsal Court Cilandak Sport Centre,4.2,Futsal
10,3752,5,AS FUTSAL,4.5,Futsal
1,378,5,Champion Futsal,4.6,Futsal
15,6827,5,Gedung Bulutangkis Gelora Sunter,4.5,Badminton
1,403,5,Champion Futsal,4.5,Futsal
1,134,5,Champion Futsal,4.5,Futsal
6,2614,5,Lapangan Bulu Tangkis Patra,4.2,Badminton
10,4088,3,AS FUTSAL,4.3,Futsal
9,3429,2,Go All Futsal,4.4,Futsal
17,7253,5,Lapangan Bulutangkis Talenta,4.3,Badminton
20,8627,5,Tunas Bugar Badminton Hall,4.6,Badminton
15,6883,5,Gedung Bulutangkis Gelora Sunter,4.1,Badminton
11,4293,5,Futsal Sani,4.3,Futsal
9,3312,4,Go All Futsal,4.5,Futsal
1,893,1,Champion Futsal,4.2,Futsal
19,8181,5,Cililitan Badminton Hall,4.6,Badminton
15,6879,5,Gedung Bulutangkis Gelora Sunter,4.6,Badminton
7,2804,5,Supreme Arena Badminton,4.5,Badminton
1,549,5,Champion Futsal,4.3,Futsal
20,8694,5,Tunas Bugar Badminton Hall,4.2,Badminton
19,7937,5,Cililitan Badminton Hall,4.3,Badminton
14,5997,5,Kuningan Village Futsal Field 1,4.2,Futsal
4,2117,4,Royal Futsal,4.5,Futsal
1,354,5,Champion Futsal,4.5,Futsal
6,2740,1,Lapangan Bulu Tangkis Patra,4.3,Badminton
16,7223,2,Diaz Badminton Hall,4.4,Badminton
2,1044,5,Centro Futsal,4.2,Futsal
19,8472,1,Cililitan Badminton Hall,4.3,Badminton
3,1626,5,Planet Futsal,4.1,Futsal
11,4224,5,Futsal Sani,4.2,Futsal
10,3908,4,AS FUTSAL,4.5,Futsal
1,674,4,Champion Futsal,4.2,Futsal
10,4125,3,AS FUTSAL,4.5,Futsal
1,767,4,Champion Futsal,4.3,Futsal
9,3239,5,Go All Futsal,4.3,Futsal
14,6658,3,Kuningan Village Futsal Field 1,4.5,Futsal
12,4923,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6011,5,Kuningan Village Futsal Field 1,4.2,Futsal
19,8133,5,Cililitan Badminton Hall,4.3,Badminton
14,6092,5,Kuningan Village Futsal Field 1,4.2,Futsal
19,8382,3,Cililitan Badminton Hall,4.5,Badminton
12,4582,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
18,7622,5,GOR Badminton Mega Kuningan,4.4,Badminton
2,1185,5,Centro Futsal,4.3,Futsal
14,6484,4,Kuningan Village Futsal Field 1,4.3,Futsal
16,6945,5,Diaz Badminton Hall,4.3,Badminton
3,1919,3,Planet Futsal,4.3,Futsal
3,1695,5,Planet Futsal,4.3,Futsal
16,6964,5,Diaz Badminton Hall,4.5,Badminton
1,726,4,Champion Futsal,4.2,Futsal
10,3629,5,AS FUTSAL,4.1,Futsal
11,4341,4,Futsal Sani,4.3,Futsal
14,6413,4,Kuningan Village Futsal Field 1,4.3,Futsal
14,6323,4,Kuningan Village Futsal Field 1,4.2,Futsal
10,3603,5,AS FUTSAL,4.3,Futsal
16,7197,3,Diaz Badminton Hall,4.5,Badminton
18,7734,4,GOR Badminton Mega Kuningan,4.4,Badminton
2,1432,4,Centro Futsal,4.5,Futsal
12,5214,4,Futsal Court Cilandak Sport Centre,4.2,Futsal
4,2067,5,Royal Futsal,4.3,Futsal
14,6288,4,Kuningan Village Futsal Field 1,4.5,Futsal
1,462,5,Champion Futsal,4.4,Futsal
2,1388,4,Centro Futsal,4.2,Futsal
10,3901,4,AS FUTSAL,4.5,Futsal
1,188,5,Champion Futsal,4.3,Futsal
16,7050,5,Diaz Badminton Hall,4.2,Badminton
10,3459,5,AS FUTSAL,4.6,Futsal
15,6834,5,Gedung Bulutangkis Gelora Sunter,4.3,Badminton
14,5746,5,Kuningan Village Futsal Field 1,4.5,Futsal
6,2640,5,Lapangan Bulu Tangkis Patra,4.2,Badminton
4,1976,5,Royal Futsal,4.2,Futsal
19,8422,3,Cililitan Badminton Hall,4.5,Badminton
1,527,5,Champion Futsal,4.4,Futsal
2,1140,5,Centro Futsal,4.4,Futsal
17,7435,4,Lapangan Bulutangkis Talenta,4.2,Badminton
10,3987,4,AS FUTSAL,4.3,Futsal
14,5715,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6595,4,Kuningan Village Futsal Field 1,4.5,Futsal
1,36,5,Champion Futsal,4.5,Futsal
1,260,5,Champion Futsal,4.3,Futsal
14,6489,4,Kuningan Village Futsal Field 1,4.2,Futsal
19,8114,5,Cililitan Badminton Hall,4.5,Badminton
12,4458,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,889,1,Champion Futsal,4.3,Futsal
20,8548,5,Tunas Bugar Badminton Hall,4.5,Badminton
18,7843,3,GOR Badminton Mega Kuningan,4.5,Badminton
12,5002,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,4862,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
9,3360,4,Go All Futsal,4.2,Futsal
10,4127,3,AS FUTSAL,4.5,Futsal
6,2720,3,Lapangan Bulu Tangkis Patra,4.3,Badminton
14,6050,5,Kuningan Village Futsal Field 1,4.2,Futsal
19,7977,5,Cililitan Badminton Hall,4.3,Badminton
20,8756,4,Tunas Bugar Badminton Hall,4.5,Badminton
1,59,5,Champion Futsal,4.4,Futsal
2,1070,5,Centro Futsal,4.2,Futsal
19,8128,5,Cililitan Badminton Hall,4.3,Badminton
3,1921,3,Planet Futsal,4.2,Futsal
10,3599,5,AS FUTSAL,4.4,Futsal
17,7297,5,Lapangan Bulutangkis Talenta,4.6,Badminton
8,2990,5,Lapangan Badminton Tomang,4.2,Badminton
10,3993,4,AS FUTSAL,4.2,Futsal
19,8179,5,Cililitan Badminton Hall,4.5,Badminton
1,310,5,Champion Futsal,4.4,Futsal
17,7387,4,Lapangan Bulutangkis Talenta,4.5,Badminton
12,4889,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,166,5,Champion Futsal,4.2,Futsal
10,4043,3,AS FUTSAL,4.2,Futsal
4,2038,5,Royal Futsal,4.3,Futsal
9,3163,5,Go All Futsal,4.4,Futsal
2,1499,3,Centro Futsal,4.3,Futsal
14,6679,3,Kuningan Village Futsal Field 1,4.2,Futsal
10,4029,3,AS FUTSAL,4.5,Futsal
12,5315,3,Futsal Court Cilandak Sport Centre,4.3,Futsal
14,6399,4,Kuningan Village Futsal Field 1,4.3,Futsal
13,5386,5,Pelangi Futsal,4.1,Futsal
11,4420,3,Futsal Sani,4.2,Futsal
4,2155,3,Royal Futsal,4.4,Futsal
2,1544,3,Centro Futsal,4.3,Futsal
3,1657,5,Planet Futsal,4.5,Futsal
1,688,4,Champion Futsal,4.2,Futsal
10,3703,5,AS FUTSAL,4.3,Futsal
14,6667,3,Kuningan Village Futsal Field 1,4.5,Futsal
6,2707,4,Lapangan Bulu Tangkis Patra,4.5,Badminton
12,4775,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,4531,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,332,5,Champion Futsal,4.2,Futsal
19,8237,4,Cililitan Badminton Hall,4.5,Badminton
6,2550,5,Lapangan Bulu Tangkis Patra,4.3,Badminton
9,3054,5,Go All Futsal,4.2,Futsal
19,8245,4,Cililitan Badminton Hall,4.5,Badminton
12,4494,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
19,8069,5,Cililitan Badminton Hall,4.5,Badminton
18,7629,5,GOR Badminton Mega Kuningan,4.2,Badminton
4,2119,4,Royal Futsal,4.4,Futsal
17,7355,5,Lapangan Bulutangkis Talenta,4.2,Badminton
19,8123,5,Cililitan Badminton Hall,4.3,Badminton
3,1849,4,Planet Futsal,4.6,Futsal
15,6789,5,Gedung Bulutangkis Gelora Sunter,4.2,Badminton
4,2029,5,Royal Futsal,4.3,Futsal
14,6031,5,Kuningan Village Futsal Field 1,4.2,Futsal
10,3662,5,AS FUTSAL,4.2,Futsal
10,3990,4,AS FUTSAL,4.5,Futsal
6,2650,5,Lapangan Bulu Tangkis Patra,4.3,Badminton
14,6318,4,Kuningan Village Futsal Field 1,4.2,Futsal
10,3558,5,AS FUTSAL,4.5,Futsal
18,7869,1,GOR Badminton Mega Kuningan,4.5,Badminton
12,4816,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,890,1,Champion Futsal,4.2,Futsal
19,8160,5,Cililitan Badminton Hall,4.3,Badminton
20,8737,4,Tunas Bugar Badminton Hall,4.5,Badminton
18,7574,5,GOR Badminton Mega Kuningan,4.3,Badminton
20,8537,5,Tunas Bugar Badminton Hall,4.2,Badminton
10,3611,5,AS FUTSAL,4.2,Futsal
10,4008,4,AS FUTSAL,4.2,Futsal
10,3564,5,AS FUTSAL,4.4,Futsal
17,7270,5,Lapangan Bulutangkis Talenta,4.3,Badminton
3,1938,3,Planet Futsal,4.3,Futsal
16,7045,5,Diaz Badminton Hall,4.2,Badminton
19,8119,5,Cililitan Badminton Hall,4.3,Badminton
14,6405,4,Kuningan Village Futsal Field 1,4.3,Futsal
16,7189,3,Diaz Badminton Hall,4.2,Badminton
5,2219,5,GOR Kurnia Badminton Court,4.5,Badminton
18,7515,5,GOR Badminton Mega Kuningan,4.3,Badminton
16,7136,4,Diaz Badminton Hall,4.5,Badminton
6,2611,5,Lapangan Bulu Tangkis Patra,4.4,Badminton
2,1389,4,Centro Futsal,4.3,Futsal
9,3224,5,Go All Futsal,4.5,Futsal
18,7575,5,GOR Badminton Mega Kuningan,4.3,Badminton
14,6157,5,Kuningan Village Futsal Field 1,4.5,Futsal
1,300,5,Champion Futsal,4.4,Futsal
17,7250,5,Lapangan Bulutangkis Talenta,4.4,Badminton
2,1060,5,Centro Futsal,4.4,Futsal
2,1092,5,Centro Futsal,4.6,Futsal
15,6903,4,Gedung Bulutangkis Gelora Sunter,4.3,Badminton
3,1598,5,Planet Futsal,4.4,Futsal
2,1352,4,Centro Futsal,4.2,Futsal
10,3947,4,AS FUTSAL,4.2,Futsal
10,4068,3,AS FUTSAL,4.3,Futsal
16,6943,5,Diaz Badminton Hall,4.3,Badminton
3,1729,5,Planet Futsal,4.5,Futsal
12,4917,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,4906,5,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1304,5,Centro Futsal,4.3,Futsal
3,1704,5,Planet Futsal,4.5,Futsal
6,2533,5,Lapangan Bulu Tangkis Patra,4.3,Badminton
14,5839,5,Kuningan Village Futsal Field 1,4.3,Futsal
20,8566,5,Tunas Bugar Badminton Hall,4.3,Badminton
14,6143,5,Kuningan Village Futsal Field 1,4.6,Futsal
8,2964,5,Lapangan Badminton Tomang,4.2,Badminton
5,2410,4,GOR Kurnia Badminton Court,4.5,Badminton
1,306,5,Champion Futsal,4.3,Futsal
14,6147,5,Kuningan Village Futsal Field 1,4.2,Futsal
4,2010,5,Royal Futsal,4.6,Futsal
7,2938,4,Supreme Arena Badminton,4.5,Badminton
12,4893,5,Futsal Court Cilandak Sport Centre,4.1,Futsal
11,4415,3,Futsal Sani,4.3,Futsal
16,7026,5,Diaz Badminton Hall,4.3,Badminton
14,6458,4,Kuningan Village Futsal Field 1,4.1,Futsal
11,4300,5,Futsal Sani,4.5,Futsal
12,4737,5,Futsal Court Cilandak Sport Centre,4.3,Futsal
9,3276,5,Go All Futsal,4.2,Futsal
10,3852,4,AS FUTSAL,4.3,Futsal
16,7181,4,Diaz Badminton Hall,4.3,Badminton
14,5744,5,Kuningan Village Futsal Field 1,4.3,Futsal
14,6631,3,Kuningan Village Futsal Field 1,4.2,Futsal
10,3786,5,AS FUTSAL,4.5,Futsal
6,2667,4,Lapangan Bulu Tangkis Patra,4.2,Badminton
10,3740,5,AS FUTSAL,4.5,Futsal
12,4831,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
12,4829,5,Futsal Court Cilandak Sport Centre,4.2,Futsal
19,8388,3,Cililitan Badminton Hall,4.3,Badminton
14,6487,4,Kuningan Village Futsal Field 1,4.2,Futsal
4,2015,5,Royal Futsal,4.5,Futsal
1,29,5,Champion Futsal,4.3,Futsal
14,6128,5,Kuningan Village Futsal Field 1,4.4,Futsal
2,1535,3,Centro Futsal,4.5,Futsal
12,4564,5,Futsal Court Cilandak Sport Centre,4.5,Futsal
1,548,5,Champion Futsal,4.5,Futsal
12,4776,5,Futsal Court Cilandak Sport Centre,4.4,Futsal
2,1454,4,Centro Futsal,4.2,Futsal
4,2034,5,Royal Futsal,4.5,Futsal
1,480,5,Champion Futsal,4.2,Futsal
19,8074,5,Cililitan Badminton Hall,4.3,Badminton
14,6769,1,Kuningan Village Futsal Field 1,4.4,Futsal
17,7298,5,Lapangan Bulutangkis Talenta,4.3,Badminton
14,6315,4,Kuningan Village Futsal Field 1,4.3,Futsal
9,3091,5,Go All Futsal,4.1,Futsal
11,4334,4,Futsal Sani,4.6,Futsal
8,2974,5,Lapangan Badminton Tomang,4.2,Badminton
10,3789,5,AS FUTSAL,4.5,Futsal
1,700,4,Champion Futsal,4.2,Futsal
4,1975,5,Royal Futsal,4.3,Futsal
14,5739,5,Kuningan Village Futsal Field 1,4.3,Futsal
